title,budget,genre,language,runtime,release_month,director_experience,lead_actor_popularity,supporting_cast_rating,marketing_budget,production_house_rating,competition_level,num_screens,franchise,ott_release,country,certification_rating,revenue,roi,revenue_budget_ratio,budget_category,runtime_category,release_season,genre_popularity,category
Movie_625,7892025.91,Sci-Fi,Japanese,166,12,20,73.18,7.64,2447048.1,6.78,Medium,1864,No,Yes,South Korea,PG-13,21051889.77,166.74886790887385,2.6674886790887387,Low,Epic,Winter,77,Hit
Movie_626,6283528.97,Action,Japanese,104,10,12,78.95,6.69,3081068.19,4.33,Low,2034,Yes,No,India,UA,30857859.92,391.0912334028756,4.9109123340287555,Low,Standard,Fall,85,Blockbuster
Movie_627,4734413.39,Crime,Tamil,163,9,6,66.86,6.18,1935286.97,7.33,Low,2914,No,Yes,France,PG-13,14073676.61,197.26336613795357,2.9726336613795357,Low,Epic,Fall,65,Hit
Movie_628,10468445.18,Drama,Tamil,151,2,16,62.13,4.73,2503554.63,9.65,Low,3229,No,No,Germany,UA,26488738.19,153.03412048817742,2.530341204881774,Medium,Epic,Winter,70,Super Hit
Movie_629,14381615.46,Crime,Japanese,177,5,1,41.9,4.1,7050890.96,5.41,Low,4235,No,Yes,Germany,G,17231116.95,19.813500770656805,1.198135007706568,Medium,Epic,Spring,65,Average
Movie_630,8229877.65,Sci-Fi,Telugu,116,9,16,80.38,5.25,3191016.76,9.8,Medium,4762,No,No,India,U,41285258.39,401.6509375446183,5.016509375446183,Low,Standard,Fall,77,Blockbuster
Movie_631,11365923.93,Romance,English,170,6,28,90.79,7.13,1509930.76,4.96,Low,3249,No,Yes,India,PG,59065493.49,419.67172975791686,5.196717297579169,Medium,Epic,Summer,74,Blockbuster
Movie_632,14616711.47,Thriller,Spanish,137,6,17,34.89,8.06,1889900.81,7.55,Medium,1102,No,Yes,UK,PG-13,39215080.77,168.2893539390636,2.6828935393906357,Medium,Long,Summer,73,Average
Movie_633,8856875.82,Thriller,English,93,11,19,22.54,6.58,1189651.83,7.44,Medium,667,No,Yes,UK,R,28238694.34,218.83358098160622,3.188335809816062,Low,Standard,Fall,73,Flop
Movie_634,2153513.78,Action,French,171,6,25,38.87,7.95,291682.24,9.92,High,1747,No,No,France,R,6389027.54,196.67920397518887,2.9667920397518888,Low,Epic,Summer,85,Super Hit
Movie_635,29368688.18,Fantasy,Korean,94,3,4,70.33,3.72,4653183.29,4.12,Medium,1780,No,No,France,UA,35655987.15,21.40817094541401,1.21408170945414,Medium,Standard,Spring,75,Flop
Movie_636,8984163.46,Romance,French,145,6,8,84.86,3.53,3170733.34,4.72,Medium,2289,No,Yes,France,G,13266018.34,47.66002866114369,1.476600286611437,Low,Long,Summer,74,Flop
Movie_637,2799799.7,Horror,Japanese,87,3,2,37.96,8.77,1186766.0,9.12,Medium,1397,No,Yes,UK,UA,8811335.06,214.7130510800469,3.1471305108004692,Low,Short,Spring,68,Average
Movie_638,17911813.73,Thriller,French,129,10,11,78.17,6.79,5583515.03,5.17,Medium,4918,Yes,No,India,PG-13,102492434.62,472.2057864432694,5.722057864432694,Medium,Long,Fall,73,Blockbuster
Movie_639,7347445.39,Horror,Japanese,174,11,19,38.75,3.36,2021381.68,4.06,Low,1135,No,Yes,South Korea,A,11036847.19,50.213395325419356,1.5021339532541935,Low,Epic,Fall,68,Flop
Movie_640,49358232.58,Adventure,Spanish,150,1,11,95.94,7.63,20513769.79,9.81,Low,3770,No,Yes,India,PG,447751499.68,807.1465412670171,9.071465412670172,Medium,Long,Winter,78,Blockbuster
Movie_641,26673139.31,Sci-Fi,Tamil,169,11,26,59.82,6.0,8009002.29,5.2,Medium,715,No,Yes,South Korea,U,64559612.66,142.03979857667528,2.420397985766753,Medium,Epic,Fall,77,Average
Movie_642,32419514.63,Fantasy,Telugu,119,5,23,41.12,8.84,4228173.34,8.44,High,4783,No,No,Japan,R,102427288.88,215.9433139236977,3.159433139236977,Medium,Standard,Spring,75,Super Hit
Movie_643,77433820.11,Action,Telugu,120,2,18,76.04,5.83,20319549.99,7.44,Low,4706,No,Yes,France,G,729905034.16,842.6178808214812,9.426178808214813,High,Standard,Winter,85,Blockbuster
Movie_644,4756776.64,Action,French,95,1,6,78.87,3.41,1521615.47,6.3,Medium,1606,Yes,Yes,USA,PG,27193741.56,471.68422270085824,5.716842227008582,Low,Standard,Winter,85,Average
Movie_645,14159456.79,Fantasy,Tamil,110,6,22,93.93,8.53,4885668.63,8.88,Medium,815,No,Yes,Japan,A,62009208.25,337.9349375450158,4.3793493754501585,Medium,Standard,Summer,75,Blockbuster
Movie_646,64415662.83,Adventure,Spanish,80,11,29,58.56,5.6,22051618.81,8.83,Low,1737,No,No,France,PG,369745901.59,473.9999952586066,5.739999952586065,High,Short,Fall,78,Blockbuster
Movie_647,53651034.57,Action,Japanese,87,8,1,34.43,7.36,19518512.5,7.06,Medium,1067,No,No,France,A,167989724.98,213.1155369628877,3.1311553696288765,High,Short,Summer,85,Average
Movie_648,9787521.98,Horror,Japanese,93,11,26,45.67,3.14,3343323.34,6.63,Medium,742,Yes,Yes,Canada,PG-13,29350845.62,199.88025242728497,2.9988025242728495,Low,Standard,Fall,68,Average
Movie_649,8867869.36,Thriller,Korean,125,12,8,72.16,7.85,1188505.48,6.24,Medium,873,No,No,Germany,UA,46434238.6,423.6233949210998,5.236233949210998,Low,Long,Winter,73,Flop
Movie_650,8488531.92,Comedy,French,161,10,15,72.87,4.57,2604036.67,7.83,Low,3193,Yes,No,Germany,G,36523886.14,330.2732967752096,4.302732967752096,Low,Epic,Fall,80,Blockbuster
Movie_651,3037320.28,Fantasy,Korean,99,10,1,42.94,3.41,794148.42,4.29,Medium,1296,No,Yes,USA,R,3686678.38,21.379309395715097,1.213793093957151,Low,Standard,Fall,75,Flop
Movie_652,34534942.06,Comedy,English,156,6,12,70.37,3.39,16810712.45,5.05,Low,4013,No,No,South Korea,R,174424715.99,405.0673479832675,5.050673479832675,Medium,Epic,Summer,80,Super Hit
Movie_653,24778993.33,Animation,Korean,118,11,27,59.69,6.19,7584032.02,8.76,Low,3611,No,No,USA,A,122818821.85,395.6570277667531,4.956570277667531,Medium,Standard,Fall,72,Blockbuster
Movie_654,40834271.93,Fantasy,French,176,10,7,34.77,7.48,7514635.46,7.32,High,2673,No,Yes,Germany,PG,109547271.03,168.2728645628628,2.682728645628628,Medium,Epic,Fall,75,Flop
Movie_655,65400391.77,Drama,English,90,12,20,69.01,6.63,19628657.47,4.92,Medium,1821,No,Yes,UK,PG,198841151.63,204.0366368588192,3.040366368588192,High,Standard,Winter,70,Average
Movie_656,9310496.66,Adventure,Tamil,172,12,24,72.53,4.75,1684900.5,6.15,High,3532,Yes,Yes,Japan,U,42717266.89,358.8076066180555,4.588076066180555,Low,Epic,Winter,78,Hit
Movie_657,10104904.51,Animation,Japanese,154,10,2,93.21,7.02,3046842.14,4.06,High,2045,No,No,USA,PG,31866924.66,215.36096781977406,3.153609678197741,Medium,Epic,Fall,72,Flop
Movie_658,3761840.02,Crime,Tamil,100,11,15,67.93,7.96,1199918.92,8.73,Medium,4267,Yes,No,France,PG-13,30314518.53,705.8428420355846,8.058428420355845,Low,Standard,Fall,65,Blockbuster
Movie_659,18969903.11,Crime,English,136,5,4,91.3,4.43,5949568.74,7.57,Low,947,No,No,Germany,G,53251855.97,180.71759597932916,2.807175959793292,Medium,Long,Spring,65,Average
Movie_660,45159048.19,Romance,Korean,148,1,6,90.22,5.04,9656027.54,5.64,High,2207,No,Yes,India,G,59593931.84,31.96454360434563,1.3196454360434564,Medium,Long,Winter,74,Flop
Movie_661,3542270.45,Mystery,Korean,161,1,19,63.91,3.03,1763120.67,8.89,Medium,1880,No,No,India,R,16837494.57,375.330577031463,4.75330577031463,Low,Epic,Winter,62,Hit
Movie_662,15706868.89,Romance,Japanese,125,2,29,21.24,3.07,3916924.42,7.72,Low,1362,No,Yes,Canada,G,22929114.54,45.981447356437435,1.4598144735643743,Medium,Long,Winter,74,Flop
Movie_663,3960375.85,Fantasy,Japanese,150,1,4,30.07,4.97,414945.71,9.92,Medium,4946,No,No,France,PG-13,18820874.69,375.2295085831311,4.752295085831311,Low,Long,Winter,75,Average
Movie_664,1243778.14,Drama,French,114,6,5,48.48,6.13,278281.6,4.99,Medium,2105,No,No,France,PG,1638796.85,31.759579726976085,1.317595797269761,Low,Standard,Summer,70,Flop
Movie_665,5851405.59,Crime,Telugu,119,4,6,45.51,8.08,1776914.55,4.26,Low,2072,Yes,No,South Korea,PG,31232561.96,433.7617001524587,5.3376170015245865,Low,Standard,Spring,65,Hit
Movie_666,26397695.8,Thriller,Korean,108,1,29,37.17,3.9,12414217.97,4.97,High,1440,No,No,Japan,U,84988741.96,221.95515322212324,3.2195515322212325,Medium,Standard,Winter,73,Flop
Movie_667,4523517.67,Crime,Spanish,169,9,16,62.9,3.1,1356095.41,7.74,Medium,978,No,No,France,G,13446479.14,197.25713749671283,2.9725713749671283,Low,Epic,Fall,65,Average
Movie_668,6209211.9,Horror,Telugu,82,10,12,87.16,4.21,655262.89,6.33,Medium,2627,No,No,South Korea,U,17762746.96,186.07087736851113,2.8607087736851113,Low,Short,Fall,68,Average
Movie_669,10383677.19,Adventure,Hindi,119,2,7,28.45,6.67,4806591.18,5.87,High,2877,No,No,France,R,30938738.69,197.95551348413983,2.9795551348413984,Medium,Standard,Winter,78,Flop
Movie_670,14456303.55,Thriller,French,102,1,28,72.47,8.66,5475877.37,8.98,Low,1262,No,Yes,UK,UA,80276702.31,455.3058707735838,5.553058707735837,Medium,Standard,Winter,73,Blockbuster
Movie_671,24390930.79,Romance,Korean,83,12,5,38.6,9.82,9961578.06,9.62,High,4165,No,Yes,UK,PG-13,65415792.87,168.19719769292166,2.6819719769292165,Medium,Short,Winter,74,Hit
Movie_672,48957432.19,Drama,Spanish,109,6,25,20.84,6.05,23359347.07,7.26,Medium,2491,Yes,Yes,India,PG-13,220077111.98,349.5274816005419,4.495274816005418,Medium,Standard,Summer,70,Blockbuster
Movie_673,23827516.52,Comedy,Japanese,81,9,4,50.65,9.16,3398451.68,6.9,High,1944,Yes,No,France,A,28433450.99,19.3303169725386,1.193303169725386,Medium,Short,Fall,80,Average
Movie_674,12045506.71,Mystery,French,112,9,16,93.67,3.06,1475061.63,6.5,Medium,567,No,Yes,UK,R,32109789.98,166.57068692131423,2.6657068692131425,Medium,Standard,Fall,62,Flop
Movie_675,29407550.35,Action,Telugu,159,11,22,31.72,6.93,7352923.03,7.24,Low,4051,No,No,Canada,PG-13,147201924.07,400.55826588085733,5.0055826588085734,Medium,Epic,Fall,85,Blockbuster
Movie_676,4573741.17,Romance,Tamil,168,3,7,74.94,3.62,1797237.28,5.61,Medium,3160,No,Yes,South Korea,UA,11226714.13,145.46019795868773,2.4546019795868776,Low,Epic,Spring,74,Flop
Movie_677,1594318.79,Thriller,Telugu,114,7,7,95.89,3.83,353820.42,6.83,Low,2098,Yes,No,Canada,A,8333634.4,422.7081592634306,5.227081592634306,Low,Standard,Summer,73,Super Hit
Movie_678,33588958.37,Animation,English,122,8,21,65.47,6.58,6120692.93,5.55,Medium,3908,No,Yes,USA,UA,95802589.98,185.22048503167088,2.8522048503167086,Medium,Long,Summer,72,Hit
Movie_679,31440639.87,Fantasy,Korean,80,1,21,84.23,8.02,11482275.64,8.24,Medium,2511,No,Yes,Canada,A,269457967.69,757.0371621065865,8.570371621065865,Medium,Short,Winter,75,Blockbuster
Movie_680,12656988.64,Drama,Spanish,113,11,23,39.95,8.75,2162489.79,6.16,Medium,4984,Yes,Yes,Canada,G,68706352.21,442.8333244518105,5.428333244518105,Medium,Standard,Fall,70,Blockbuster
Movie_681,20182279.4,Sci-Fi,Spanish,118,8,27,83.22,9.88,9365873.6,5.89,Medium,1286,No,No,USA,U,111105676.87,450.5110432174475,5.505110432174475,Medium,Standard,Summer,77,Blockbuster
Movie_682,4101248.06,Adventure,Korean,86,11,9,53.95,6.31,888285.1,8.74,Low,3728,No,No,India,A,10223799.53,149.28508055179668,2.492850805517967,Low,Short,Fall,78,Super Hit
Movie_683,21931769.41,Adventure,Hindi,126,10,29,73.7,8.91,6037278.1,9.73,Low,1987,No,No,USA,A,175526573.27,700.3301967508695,8.003301967508696,Medium,Long,Fall,78,Blockbuster
Movie_684,5400322.5,Fantasy,Hindi,164,10,2,73.26,8.18,1455958.65,7.5,High,4169,No,No,India,R,15597245.6,188.82063247148665,2.8882063247148664,Low,Epic,Fall,75,Hit
Movie_685,26674643.56,Drama,Tamil,92,3,4,22.13,6.42,8775373.79,9.99,Medium,858,No,No,Germany,R,81574366.52,205.81239571772554,3.058123957177256,Medium,Standard,Spring,70,Flop
Movie_686,3589571.78,Sci-Fi,French,102,5,7,20.24,4.65,636278.64,6.23,High,3917,No,No,Japan,UA,11351207.92,216.22735567639216,3.1622735567639215,Low,Standard,Spring,77,Flop
Movie_687,7112298.36,Mystery,Tamil,172,4,21,81.76,9.83,762940.46,9.71,Medium,4867,No,No,UK,R,33043882.95,364.6020354804125,4.646020354804125,Low,Epic,Spring,62,Blockbuster
Movie_688,8268976.81,Comedy,Tamil,136,3,14,74.42,6.4,3007660.5,8.04,Medium,2451,No,Yes,Canada,A,21201013.37,156.39222188119794,2.5639222188119795,Low,Long,Spring,80,Hit
Movie_689,39288728.14,Crime,Tamil,123,1,29,38.81,3.14,5679148.08,5.47,Medium,4508,No,Yes,France,UA,116008330.15,195.27127917355892,2.952712791735589,Medium,Long,Winter,65,Flop
Movie_690,10286961.48,Romance,Korean,82,6,23,44.66,7.45,3503710.13,4.86,Low,2868,No,No,India,G,50517904.3,391.0867450822805,4.910867450822805,Medium,Short,Summer,74,Blockbuster
Movie_691,13367141.31,Drama,Hindi,119,9,24,94.19,4.07,4041997.67,7.51,Low,1082,No,No,Germany,G,66971438.35,401.0154138184988,5.010154138184988,Medium,Standard,Fall,70,Super Hit
Movie_692,13968256.13,Adventure,Hindi,92,4,9,97.25,6.3,1863723.83,4.11,Medium,4863,Yes,No,France,G,69541504.58,397.853876194637,4.97853876194637,Medium,Standard,Spring,78,Super Hit
Movie_693,29764920.16,Horror,Telugu,158,11,18,20.32,7.38,6344093.38,6.97,Low,2871,Yes,No,Japan,PG-13,140073853.36,370.6004672851103,4.706004672851104,Medium,Epic,Fall,68,Blockbuster
Movie_694,5864788.34,Action,French,178,12,16,22.87,8.93,783079.34,4.28,Low,2891,No,No,Germany,R,17801989.21,203.54018215088732,3.035401821508873,Low,Epic,Winter,85,Hit
Movie_695,9969002.99,Crime,Tamil,97,10,19,97.86,7.63,1061480.15,8.23,Low,2764,No,Yes,UK,UA,45894620.38,360.37322314014074,4.603732231401407,Low,Standard,Fall,65,Blockbuster
Movie_696,44299840.42,Action,Telugu,156,4,12,25.34,6.39,12116564.13,5.18,High,1307,Yes,No,India,G,64534482.27,45.676556976635716,1.4567655697663573,Medium,Epic,Spring,85,Flop
Movie_697,2240615.17,Comedy,Tamil,86,3,19,40.26,6.15,1075574.32,6.63,High,4016,No,No,South Korea,G,6021385.52,168.73805018467317,2.6873805018467314,Low,Short,Spring,80,Hit
Movie_698,4779842.61,Sci-Fi,Japanese,97,11,23,80.48,7.09,640036.5,4.1,High,673,No,Yes,South Korea,G,6032501.49,26.20711563555018,1.2620711563555018,Low,Standard,Fall,77,Flop
Movie_699,43923258.51,Crime,French,145,6,28,92.52,8.25,4728905.18,6.88,High,1969,No,No,Canada,G,232504505.6,429.34257039938365,5.293425703993836,Medium,Long,Summer,65,Super Hit
Movie_700,10720991.9,Romance,Telugu,114,3,5,47.87,7.83,4397926.28,7.11,High,2845,No,Yes,UK,UA,33106100.29,208.79699004343058,3.0879699004343055,Medium,Standard,Spring,74,Average
Movie_701,11003346.4,Action,Telugu,119,7,16,93.98,4.5,5185474.23,4.19,High,3108,No,Yes,Canada,R,29295927.9,166.2456205141374,2.662456205141374,Medium,Standard,Summer,85,Average
Movie_702,20204209.42,Animation,Japanese,160,9,19,54.45,4.22,8739857.77,5.95,High,2582,No,No,France,A,59584248.43,194.91007141817676,2.9491007141817676,Medium,Epic,Fall,72,Average
Movie_703,16385190.47,Crime,Korean,122,9,3,82.13,5.91,4976009.27,6.82,Medium,1645,No,No,India,A,39867163.1,143.31217371561016,2.4331217371561014,Medium,Long,Fall,65,Average
Movie_704,16431259.34,Drama,Korean,141,5,24,56.4,4.59,4748638.95,4.42,High,1498,No,No,France,PG-13,40743847.44,147.96545777117532,2.479654577711753,Medium,Long,Spring,70,Flop
Movie_705,7397205.94,Thriller,French,173,12,23,36.35,4.36,3342861.01,4.85,Medium,705,No,No,South Korea,R,10313097.89,39.418828861211885,1.3941882886121189,Low,Epic,Winter,73,Flop
Movie_706,6708602.98,Horror,Hindi,170,12,15,74.63,4.66,841890.73,9.13,Medium,3294,No,No,South Korea,U,16373133.68,144.06174771129471,2.440617477112947,Low,Epic,Winter,68,Hit
Movie_707,22858241.76,Action,Spanish,169,11,9,75.84,8.83,9473565.47,9.86,Medium,1349,No,No,UK,R,68320108.4,198.8861047027442,2.988861047027442,Medium,Epic,Fall,85,Blockbuster
Movie_708,16420267.65,Animation,Hindi,161,8,10,41.45,7.89,6629382.33,6.74,Medium,3238,No,No,Japan,PG-13,47674984.41,190.34231004145659,2.9034231004145656,Medium,Epic,Summer,72,Super Hit
Movie_709,6030146.87,Sci-Fi,Japanese,83,8,3,35.67,8.57,1309343.0,8.54,High,1346,No,No,France,A,8439228.71,39.95063291053806,1.3995063291053806,Low,Short,Summer,77,Flop
Movie_710,8836578.77,Fantasy,Tamil,161,12,21,62.44,8.8,3970389.42,6.88,High,3801,No,Yes,France,R,39028794.79,341.6731385058428,4.416731385058428,Low,Epic,Winter,75,Super Hit
Movie_711,14432483.64,Action,Japanese,140,2,25,81.14,5.85,2264452.38,8.02,Low,550,No,No,Germany,R,44416346.83,207.75262205667048,3.0775262205667047,Medium,Long,Winter,85,Super Hit
Movie_712,18775855.32,Drama,Hindi,129,5,18,43.66,6.55,7634692.32,4.11,Medium,516,No,Yes,USA,A,30217477.76,60.93795592796462,1.6093795592796463,Medium,Long,Spring,70,Flop
Movie_713,18278584.49,Action,French,141,2,27,61.54,3.25,7014559.03,9.91,Low,2649,No,Yes,Canada,A,103486512.62,466.16261875538714,5.661626187553871,Medium,Long,Winter,85,Super Hit
Movie_714,9828300.58,Horror,Spanish,82,11,23,61.32,6.48,4267553.88,6.55,Low,694,No,No,Japan,A,48639772.28,394.89504196665507,4.94895041966655,Low,Short,Fall,68,Super Hit
Movie_715,9464381.92,Mystery,Spanish,128,4,27,34.82,7.8,1758954.43,8.94,Medium,1015,Yes,No,France,PG-13,40697451.19,330.0064339542206,4.300064339542207,Low,Long,Spring,62,Super Hit
Movie_716,25042590.56,Animation,French,122,9,5,46.82,9.2,7277852.76,8.46,Medium,4324,No,Yes,USA,G,62486307.36,149.52014133796547,2.4952014133796547,Medium,Long,Fall,72,Super Hit
Movie_717,17817614.65,Sci-Fi,Spanish,97,4,24,61.85,9.78,2826458.83,7.35,Low,1370,No,No,Japan,UA,90426656.66,407.51269704892843,5.075126970489285,Medium,Standard,Spring,77,Blockbuster
Movie_718,6991548.43,Action,English,109,7,7,94.85,5.72,2335929.64,5.81,Medium,3476,Yes,No,Canada,U,33437570.24,378.2570066528167,4.782570066528167,Low,Standard,Summer,85,Blockbuster
Movie_719,34125157.44,Thriller,French,90,8,13,42.57,7.54,12839272.75,7.16,Medium,4696,No,Yes,USA,G,161905705.91,374.44676612750595,4.74446766127506,Medium,Standard,Summer,73,Super Hit
Movie_720,25186182.89,Thriller,Hindi,114,11,4,77.97,8.43,8918938.59,5.47,High,549,No,No,India,R,70657422.62,180.5404174526742,2.805404174526742,Medium,Standard,Fall,73,Flop
Movie_721,35093006.48,Animation,French,122,3,22,91.68,4.91,12363634.98,8.12,Medium,1106,No,No,South Korea,PG,99611376.88,183.84965231397297,2.83849652313973,Medium,Long,Spring,72,Super Hit
Movie_722,25221244.19,Animation,Telugu,83,3,21,97.85,6.18,4005750.24,8.91,Low,3293,No,Yes,Canada,G,232354585.06,821.2653559419822,9.212653559419822,Medium,Short,Spring,72,Blockbuster
Movie_723,17114900.96,Animation,English,165,9,25,91.6,4.61,5278275.21,9.1,Medium,3955,No,Yes,Germany,U,153487078.87,796.8037806863242,8.968037806863242,Medium,Epic,Fall,72,Blockbuster
Movie_724,16685869.55,Crime,Hindi,109,6,1,28.33,4.13,3753775.6,6.42,Medium,4868,Yes,No,UK,UA,52735524.75,216.0490053693366,3.160490053693366,Medium,Standard,Summer,65,Average
Movie_725,21903375.32,Crime,English,139,12,19,94.54,9.75,5928907.63,7.7,High,960,No,No,Japan,PG,102802761.18,369.3466631425097,4.693466631425097,Medium,Long,Winter,65,Super Hit
Movie_726,25751283.51,Crime,French,135,4,26,48.8,4.8,10700109.69,8.35,Medium,4432,Yes,No,USA,UA,144932909.39,462.8181963579336,5.628181963579336,Medium,Long,Spring,65,Blockbuster
Movie_727,4572162.32,Comedy,Hindi,172,7,14,94.98,9.72,2214329.88,8.91,Medium,1658,No,No,Germany,U,43795193.32,857.8661091804806,9.578661091804806,Low,Epic,Summer,80,Blockbuster
Movie_728,6801401.69,Adventure,Japanese,174,3,15,99.01,4.53,1190327.62,9.78,Medium,4085,Yes,No,USA,R,56157833.8,725.68029885028,8.2568029885028,Low,Epic,Spring,78,Blockbuster
Movie_729,22286563.72,Comedy,Japanese,168,12,12,68.64,4.95,6249912.85,5.32,Medium,4585,No,Yes,Canada,PG,66361081.37,197.7627336530461,2.977627336530461,Medium,Epic,Winter,80,Average
Movie_730,1207931.63,Comedy,Tamil,91,5,26,68.73,8.01,391813.84,5.08,High,677,No,No,Japan,G,3689473.13,205.43724813299247,3.0543724813299247,Low,Standard,Spring,80,Hit
Movie_731,6107023.1,Mystery,Japanese,167,10,22,29.59,8.65,2192394.53,6.03,High,3260,No,No,South Korea,R,31185564.28,410.65083215421276,5.106508321542128,Low,Epic,Fall,62,Hit
Movie_732,16069553.26,Thriller,Korean,120,11,20,54.46,9.54,7810427.47,8.61,Low,3440,Yes,No,France,PG,131582131.85,718.8288107394468,8.188288107394467,Medium,Standard,Fall,73,Blockbuster
Movie_733,9896482.14,Horror,Telugu,179,2,26,92.88,6.63,2793634.1,7.32,High,2647,No,No,Germany,U,54006927.75,445.71843798628834,5.457184379862883,Low,Epic,Winter,68,Super Hit
Movie_734,3711034.32,Horror,Korean,124,9,8,30.67,5.55,1665479.26,6.51,Medium,4629,Yes,Yes,UK,UA,10124778.54,172.82901926921545,2.7282901926921546,Low,Long,Fall,68,Super Hit
Movie_735,11911517.72,Adventure,Telugu,103,5,7,47.61,9.29,3247495.9,6.51,Medium,3902,Yes,No,Germany,G,56256202.72,372.2840870693008,4.722840870693008,Medium,Standard,Spring,78,Blockbuster
Movie_736,72389648.21,Sci-Fi,Telugu,132,9,22,72.58,7.81,12841619.23,8.25,Medium,4471,No,No,Canada,PG,367676057.5,407.9124800183914,5.079124800183913,High,Long,Fall,77,Blockbuster
Movie_737,9758220.44,Thriller,English,147,12,24,24.15,7.71,1587548.85,6.6,High,2967,No,No,India,R,29780346.99,205.1821505069422,3.051821505069422,Low,Long,Winter,73,Average
Movie_738,99701708.54,Romance,Hindi,122,2,12,61.6,3.75,26922088.24,7.91,Medium,2399,No,No,UK,UA,283383704.65,184.2315430696028,2.842315430696028,High,Long,Winter,74,Average
Movie_739,6026788.13,Sci-Fi,Spanish,87,6,10,48.34,4.56,806794.25,8.74,Low,1797,Yes,No,Japan,U,18706232.05,210.3847629367386,3.103847629367386,Low,Short,Summer,77,Hit
Movie_740,10048807.18,Crime,English,127,10,10,43.4,8.02,1108072.67,4.85,Medium,2813,Yes,Yes,UK,PG,25151115.91,150.2895663085059,2.502895663085059,Medium,Long,Fall,65,Average
Movie_741,35150741.91,Mystery,Korean,155,1,2,92.47,9.13,6113684.19,5.59,Low,1323,No,No,USA,U,149861930.95,326.3407336713025,4.2634073367130245,Medium,Epic,Winter,62,Average
Movie_742,10865574.5,Adventure,French,152,8,3,76.68,8.63,5244314.54,7.48,Medium,4080,No,No,France,UA,46465118.22,327.63609250481875,4.276360925048188,Medium,Epic,Summer,78,Blockbuster
Movie_743,24287928.47,Animation,English,166,4,12,95.2,6.51,4572525.37,6.12,Medium,3127,No,No,UK,PG,58145410.97,139.4004537761223,2.3940045377612234,Medium,Epic,Spring,72,Hit
Movie_744,71562204.93,Drama,Japanese,96,11,22,29.61,7.68,12262622.05,4.71,Low,518,No,No,South Korea,PG-13,216835288.84,203.00252633649527,3.0300252633649527,High,Standard,Fall,70,Average
Movie_745,8772423.74,Crime,Korean,87,12,3,90.98,5.64,2713656.67,8.61,Medium,2175,Yes,No,Germany,A,41142765.97,369.001124311854,4.690011243118541,Low,Short,Winter,65,Hit
Movie_746,69310954.49,Animation,French,147,3,2,99.51,3.38,29824442.49,8.44,Medium,4608,No,No,Japan,R,302738847.3,336.7835496244369,4.3678354962443695,High,Long,Spring,72,Super Hit
Movie_747,6774699.5,Crime,Tamil,144,2,14,38.95,6.43,1355503.85,7.17,Medium,901,Yes,Yes,Germany,PG-13,17428904.42,157.26461254849758,2.5726461254849755,Low,Long,Winter,65,Average
Movie_748,12154536.81,Action,Japanese,128,9,17,90.27,6.81,2610014.29,4.37,Low,4358,No,Yes,India,U,57486822.46,372.9659661954654,4.729659661954654,Medium,Long,Fall,85,Super Hit
Movie_749,9230437.92,Action,Japanese,100,11,11,30.76,3.89,2427423.01,5.84,Low,1631,No,Yes,Germany,U,29422573.41,218.75598606485184,3.1875598606485185,Low,Standard,Fall,85,Flop
Movie_750,45288455.96,Sci-Fi,Korean,123,4,25,48.9,4.14,14521430.29,6.94,High,4962,No,No,Japan,U,145355326.64,220.9544762762099,3.2095447627620994,Medium,Long,Spring,77,Hit
Movie_751,17726309.8,Romance,Japanese,164,4,17,40.78,9.13,1849323.04,5.36,Medium,710,No,Yes,USA,G,47380926.14,167.29153825349482,2.672915382534948,Medium,Epic,Spring,74,Flop
Movie_752,4576434.56,Animation,Korean,149,8,11,46.79,6.58,2031570.32,4.9,Medium,940,Yes,No,South Korea,PG-13,26015943.83,468.476255672713,5.68476255672713,Low,Long,Summer,72,Hit
Movie_753,50323639.43,Thriller,Hindi,121,7,2,39.56,6.35,15251734.18,5.31,Medium,1732,No,Yes,India,G,75443311.17,49.91624617083066,1.4991624617083066,High,Long,Summer,73,Flop
Movie_754,38912084.21,Fantasy,Japanese,122,2,2,53.47,3.28,6173842.97,6.78,Low,4290,No,Yes,Japan,U,107655210.02,176.66266715246707,2.7666266715246706,Medium,Long,Winter,75,Flop
Movie_755,14861770.66,Adventure,French,110,9,27,33.74,8.61,5240359.91,8.88,Low,3800,Yes,No,India,PG-13,141414180.91,851.5298287478755,9.515298287478755,Medium,Standard,Fall,78,Blockbuster
Movie_756,9789333.31,Adventure,Hindi,139,4,19,35.4,6.21,3067946.42,6.0,Low,1980,No,Yes,Germany,UA,27034889.62,176.16681099603912,2.7616681099603912,Low,Long,Spring,78,Average
Movie_757,5102623.51,Romance,Japanese,122,7,20,87.08,8.01,813627.2,9.87,High,4956,Yes,Yes,Japan,PG-13,26859134.78,426.378925024786,5.26378925024786,Low,Long,Summer,74,Blockbuster
Movie_758,4758533.56,Comedy,Tamil,131,1,5,26.05,8.74,1532983.0,9.68,Medium,3385,No,No,Japan,UA,20977440.43,340.8383415919421,4.40838341591942,Low,Long,Winter,80,Hit
Movie_759,7045222.23,Thriller,English,92,5,21,86.78,4.11,913479.59,9.32,Low,1281,No,No,France,PG,33502080.25,375.5290771005246,4.755290771005246,Low,Standard,Spring,73,Super Hit
